name,image_id,base_info,is_animal_card,is_constellation_card,is_golden_crad,category,price_0,sub_card,star,star_0,star_1,star_2,star_3,star_4,star_5,star_6,star_7,star_8,star_9,star_10,star_11,star_12,star_13,star_14,star_15,star_16,star_M,star_U,skill,skill_0,skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,skill_7,skill_8,transfer_change,additional_info
灼灼花火龙,card_data_index_5_1_10_1,"🟤不转：花火龙
🟤能力：种下卡片准备一段时间之后，开始释放产生火苗能量的烟花

🟠一转：灼灼花火龙
🟠能力：种下即产火

🟣二转：炽焰花火龙
🟣能力：产能提升",TRUE,FALSE,FALSE,产能类/主职产火/特殊型,150,中卡😭,单轮产值,450,486,522,558,612,666,738,810,882,954,1098,1242,1386,1602,1818,2250,2700,null,null,"准备时间
⭐放下到达准备时间后开始生产火苗",8,7.5,7,6.5,6,5,4,3,1,⚔️️一转后放置立刻返还150火苗,🤔️[附加说明]不可被升降星
炽焰花火龙,card_data_index_5_1_10_2,"🟤不转：花火龙
🟤能力：种下卡片准备一段时间之后，开始释放产生火苗能量的烟花

🟠一转：灼灼花火龙
🟠能力：种下即产火

🟣二转：炽焰花火龙
🟣能力：产能提升",TRUE,FALSE,FALSE,产能类/主职产火/特殊型,150,中卡😭,单轮产值,900,972,1044,1116,1224,1332,1476,1620,1764,1908,2196,2484,2772,3204,3636,4500,5400,null,null,"准备时间
⭐放下到达准备时间后开始生产火苗",8,7.5,7,6.5,6,5,4,3,1,⚔️️一转后放置立刻返还150火苗,🤔️[附加说明]不可被升降星
蛇羹煲,card_data_index_5_1_11_0,"🟤不转：蛇羹煲
🟤能力：无需格子，对准想要回收能量的格子种卡，可以返还该格全部卡片的火苗能量

🟠一转：厨圣蛇羹煲
🟠能力：不消耗能量

🟣二转：帝王蛇羹煲
🟣能力：回收能量翻倍",TRUE,FALSE,FALSE,产能类/主职产火/特殊型,25,差卡😡,冷却时间,48,47,46,45,43,41,39,37,35,32,29,26,23,20,16,12,7,null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,⚔️️二转返还能量×2,无
厨圣蛇羹煲,card_data_index_5_1_11_1,"🟤不转：蛇羹煲
🟤能力：无需格子，对准想要回收能量的格子种卡，可以返还该格全部卡片的火苗能量

🟠一转：厨圣蛇羹煲
🟠能力：不消耗能量

🟣二转：帝王蛇羹煲
🟣能力：回收能量翻倍",TRUE,FALSE,FALSE,产能类/主职产火/特殊型,0,差卡😡,冷却时间,48,47,46,45,43,41,39,37,35,32,29,26,23,20,16,12,7,null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,⚔️️二转返还能量×2,无
帝王蛇羹煲,card_data_index_5_1_11_2,"🟤不转：蛇羹煲
🟤能力：无需格子，对准想要回收能量的格子种卡，可以返还该格全部卡片的火苗能量

🟠一转：厨圣蛇羹煲
🟠能力：不消耗能量

🟣二转：帝王蛇羹煲
🟣能力：回收能量翻倍",TRUE,FALSE,FALSE,产能类/主职产火/特殊型,0,差卡😡,冷却时间,48,47,46,45,43,41,39,37,35,32,29,26,23,20,16,12,7,null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,⚔️️二转返还能量×2,无
钱罐猪,card_data_index_5_2_1_0,"🟤不转：钱罐猪
🟤能力：额外储存当前生产火苗的百分比，被老鼠啃坏后爆出全部火苗

🟠一转：彩晶钱罐猪
🟠能力：被咬破后产生单格爆炸伤害

🟣二转：招财钱罐猪
🟣能力：额外储存火苗上限量提高",TRUE,FALSE,FALSE,产能类/储能产火,75,好卡😀,储能比例,5%,6%,7%,8%,9%,10%,11%,12%,13%,15%,17%,19%,22%,25%,28%,31%,35%,null,null,冷却时间,90,90,90,90,90,90,90,90,90,⚔️️储能上限：1000/1000/3000,"📕[图鉴]收集9张卡片，冷却时间减少5秒

🤔️[附加说明]
1.体力：2
2.技能无效果😅😅😅
3.一转的效果只有二转才有😅😅😅
4.消失产生的爆炸为单格灰烬爆炸"
彩晶钱罐猪,card_data_index_5_2_1_1,"🟤不转：钱罐猪
🟤能力：额外储存当前生产火苗的百分比，被老鼠啃坏后爆出全部火苗

🟠一转：彩晶钱罐猪
🟠能力：被咬破后产生单格爆炸伤害

🟣二转：招财钱罐猪
🟣能力：额外储存火苗上限量提高",TRUE,FALSE,FALSE,产能类/储能产火,75,好卡😀,储能比例,5%,6%,7%,8%,9%,10%,11%,12%,13%,15%,17%,19%,22%,25%,28%,31%,35%,null,null,冷却时间,90,90,90,90,90,90,90,90,90,⚔️️储能上限：1000/1000/3000,"📕[图鉴]收集9张卡片，冷却时间减少5秒

🤔️[附加说明]
1.体力：2
2.技能无效果😅😅😅
3.一转的效果只有二转才有😅😅😅
4.消失产生的爆炸为单格灰烬爆炸"
招财钱罐猪,card_data_index_5_2_1_2,"🟤不转：钱罐猪
🟤能力：额外储存当前生产火苗的百分比，被老鼠啃坏后爆出全部火苗

🟠一转：彩晶钱罐猪
🟠能力：被咬破后产生单格爆炸伤害

🟣二转：招财钱罐猪
🟣能力：额外储存火苗上限量提高",TRUE,FALSE,FALSE,产能类/储能产火,75,好卡😀,储能比例,5%,6%,7%,8%,9%,10%,11%,12%,13%,15%,17%,19%,22%,25%,28%,31%,35%,null,null,冷却时间,90,90,90,90,90,90,90,90,90,⚔️️储能上限：1000/1000/3000,"📕[图鉴]收集9张卡片，冷却时间减少5秒

🤔️[附加说明]
1.体力：2
2.技能无效果😅😅😅
3.一转的效果只有二转才有😅😅😅
4.消失产生的爆炸为单格灰烬爆炸"
罐罐牛,card_data_index_5_2_2_0,"🟤不转：罐罐牛
🟤能力：额外储存火苗，啃咬死亡后返还，并产生爆炸伤害

🟠一转：五香罐罐牛
🟠能力：铲卡可触发卡片技能

🟣二转：香辣罐罐牛
🟣能力：储存上限大幅提升",TRUE,FALSE,FALSE,产能类/储能产火,90,差卡😡,储能比例,10%,11%,12%,13%,14%,15%,16%,17%,18%,20%,25%,30%,40%,50%,60%,70%,80%,null,null,冷却时间,85,83,81,79,77,75,73,70,50,"⚔️️储能上限：1800/1800/4000
⚔️️一转可通过铲卡触发",🤔️[附加说明]死亡产生3×3十字灰烬
五香罐罐牛,card_data_index_5_2_2_1,"🟤不转：罐罐牛
🟤能力：额外储存火苗，啃咬死亡后返还，并产生爆炸伤害

🟠一转：五香罐罐牛
🟠能力：铲卡可触发卡片技能

🟣二转：香辣罐罐牛
🟣能力：储存上限大幅提升",TRUE,FALSE,FALSE,产能类/储能产火,90,差卡😡,储能比例,10%,11%,12%,13%,14%,15%,16%,17%,18%,20%,25%,30%,40%,50%,60%,70%,80%,null,null,冷却时间,85,83,81,79,77,75,73,70,50,"⚔️️储能上限：1800/1800/4000
⚔️️一转可通过铲卡触发",🤔️[附加说明]死亡产生3×3十字灰烬
香辣罐罐牛,card_data_index_5_2_2_2,"🟤不转：罐罐牛
🟤能力：额外储存火苗，啃咬死亡后返还，并产生爆炸伤害

🟠一转：五香罐罐牛
🟠能力：铲卡可触发卡片技能

🟣二转：香辣罐罐牛
🟣能力：储存上限大幅提升",TRUE,FALSE,FALSE,产能类/储能产火,90,差卡😡,储能比例,10%,11%,12%,13%,14%,15%,16%,17%,18%,20%,25%,30%,40%,50%,60%,70%,80%,null,null,冷却时间,85,83,81,79,77,75,73,70,50,"⚔️️储能上限：1800/1800/4000
⚔️️一转可通过铲卡触发",🤔️[附加说明]死亡产生3×3十字灰烬
烈火虎,card_data_index_5_2_3_0,"🟤不转：烈火虎
🟤能力：生产火苗，同时可以额外储存火苗并在消失后返还

🟠一转：煤气烈火虎
🟠能力：同时生产2朵火苗

🟣二转：燃油烈火虎
🟣能力：储存火苗上限提升",TRUE,FALSE,FALSE,产能类/储能产火,85,好卡😀,储能比例、产火间隔,"12%
25","13%
24","14%
23","15%
22","16%
21","17%
20","18%
19","19%
18","20%
17","25%
16","30%
15","35%
14","45%
13","55%
12","65%
11","75%
10","85%
9",null,null,冷却时间,55,52,49,49,43,40,37,34,30,"⚔️️储能上限：1500/1500/3000
⚔️️不转即可通过铲卡触发
⚔️️产火朵数：1/2/2，单朵35","🔥[支持延迟秒产]

🤔️[秒产附加说明]
1.分为“延迟秒产”和“落地秒产”两种类型
2.“延迟秒产”指关卡开始至卡片产火间隔后，放置卡片约2s后会立即产一次火(无生产动画)
3.“落地秒产”指不受开局时间影响，任何时间放下后都会立即产一次火"
煤气烈火虎,card_data_index_5_2_3_1,"🟤不转：烈火虎
🟤能力：生产火苗，同时可以额外储存火苗并在消失后返还

🟠一转：煤气烈火虎
🟠能力：同时生产2朵火苗

🟣二转：燃油烈火虎
🟣能力：储存火苗上限提升",TRUE,FALSE,FALSE,产能类/储能产火,85,好卡😀,储能比例、产火间隔,"12%
25","13%
24","14%
23","15%
22","16%
21","17%
20","18%
19","19%
18","20%
17","25%
16","30%
15","35%
14","45%
13","55%
12","65%
11","75%
10","85%
9",null,null,冷却时间,55,52,49,49,43,40,37,34,30,"⚔️️储能上限：1500/1500/3000
⚔️️不转即可通过铲卡触发
⚔️️产火朵数：1/2/2，单朵35","🔥[支持延迟秒产]

🤔️[秒产附加说明]
1.分为“延迟秒产”和“落地秒产”两种类型
2.“延迟秒产”指关卡开始至卡片产火间隔后，放置卡片约2s后会立即产一次火(无生产动画)
3.“落地秒产”指不受开局时间影响，任何时间放下后都会立即产一次火"
燃油烈火虎,card_data_index_5_2_3_2,"🟤不转：烈火虎
🟤能力：生产火苗，同时可以额外储存火苗并在消失后返还

🟠一转：煤气烈火虎
🟠能力：同时生产2朵火苗

🟣二转：燃油烈火虎
🟣能力：储存火苗上限提升",TRUE,FALSE,FALSE,产能类/储能产火,85,好卡😀,储能比例、产火间隔,"12%
25","13%
24","14%
23","15%
22","16%
21","17%
20","18%
19","19%
18","20%
17","25%
16","30%
15","35%
14","45%
13","55%
12","65%
11","75%
10","85%
9",null,null,冷却时间,55,52,49,49,43,40,37,34,30,"⚔️️储能上限：1500/1500/3000
⚔️️不转即可通过铲卡触发
⚔️️产火朵数：1/2/2，单朵35","🔥[支持延迟秒产]

🤔️[秒产附加说明]
1.分为“延迟秒产”和“落地秒产”两种类型
2.“延迟秒产”指关卡开始至卡片产火间隔后，放置卡片约2s后会立即产一次火(无生产动画)
3.“落地秒产”指不受开局时间影响，任何时间放下后都会立即产一次火"
樱桃反弹布丁,card_data_index_6_1_1_0,"🟤不转：樱桃反弹布丁
🟤能力：可以将卡片的子弹反弹至相反方向

🟠一转：节能反弹布丁
🟠能力：能量消耗减少

🟣二转：热量反弹布丁
🟣能力：反弹附加攻击力",FALSE,FALSE,FALSE,反弹类,100,好卡😀,体力,50,60,70,80,90,100,110,130,150,170,210,250,290,330,370,410,450,null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,⚔️️一转后变为白天卡,"😋[食神谱]菠萝布丁：体力提升40%

🤔️[附加伤害说明]
无论是先过火还是先反弹，总伤害皆为：
(子弹原攻击力+反弹附伤)×火盆倍率"
节能反弹布丁,card_data_index_6_1_1_1,"🟤不转：樱桃反弹布丁
🟤能力：可以将卡片的子弹反弹至相反方向

🟠一转：节能反弹布丁
🟠能力：能量消耗减少

🟣二转：热量反弹布丁
🟣能力：反弹附加攻击力",FALSE,FALSE,FALSE,反弹类,75,好卡😀,体力,50,60,70,80,90,100,110,130,150,170,210,250,290,330,370,410,450,null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,⚔️️一转后变为白天卡,"😋[食神谱]菠萝布丁：体力提升40%

🤔️[附加伤害说明]
无论是先过火还是先反弹，总伤害皆为：
(子弹原攻击力+反弹附伤)×火盆倍率"
热量反弹布丁,card_data_index_6_1_1_2,"🟤不转：樱桃反弹布丁
🟤能力：可以将卡片的子弹反弹至相反方向

🟠一转：节能反弹布丁
🟠能力：能量消耗减少

🟣二转：热量反弹布丁
🟣能力：反弹附加攻击力",FALSE,FALSE,FALSE,反弹类,75,好卡😀,体力、附加伤害,"50
10","60
12","70
14","80
16","90
18","100
20","110
22","130
24","150
26","170
40","210
45","250
60","290
80","330
100","370
120","410
140","450
160",null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,⚔️️一转后变为白天卡,"😋[食神谱]菠萝布丁：体力提升40%

🤔️[附加伤害说明]
无论是先过火还是先反弹，总伤害皆为：
(子弹原攻击力+反弹附伤)×火盆倍率"
艾草粑粑,card_data_index_6_1_2_0,"🟤不转：艾草粑粑
🟤能力：反弹大部分直线类子弹，并附加伤害

🟠一转：暂未开放
🟠能力：暂未开放

🟣二转：暂未开放
🟣能力：暂未开放",FALSE,FALSE,FALSE,反弹类,95,差卡😡,附加伤害,3,3,4,4,5,5,6,6,7,10,13,16,20,24,28,32,36,null,null,冷却时间,16,15,14,13,12,11,10,9,7,🚫劝退提示：附加伤害感人，并且冷却时间依赖技能，故不推荐使用,"🤔️[附加伤害说明]
无论是先过火还是先反弹，总伤害皆为：
(子弹原攻击力+反弹附伤)×火盆倍率"
布丁汪,card_data_index_6_1_3_0,"🟤不转：布丁汪
🟤能力：改变子弹方向，被布丁反弹的子弹可以增加少量攻击力

🟠一转：双拼布丁汪
🟠能力：耗能减少30

🟣二转：什锦布丁汪
🟣能力：增加的攻击力再提高50%",TRUE,FALSE,FALSE,反弹类,100,好卡😀,附加伤害、体力,"6
70","7
80","8
90","9
100","10
110","11
120","13
130","16
150","20
170","28
190","35
220","43
250","50
290","60
330","70
370","80
410","100
460",null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,🍮🍮🍮,"⏳[冷却]10秒

📕[图鉴]收集10张卡片，冷却时间减少3秒

🤔️[附加伤害说明]
无论是先过火还是先反弹，总伤害皆为：
(子弹原攻击力+反弹附伤)×火盆倍率"
双拼布丁汪,card_data_index_6_1_3_1,"🟤不转：布丁汪
🟤能力：改变子弹方向，被布丁反弹的子弹可以增加少量攻击力

🟠一转：双拼布丁汪
🟠能力：耗能减少30

🟣二转：什锦布丁汪
🟣能力：增加的攻击力再提高50%",TRUE,FALSE,FALSE,反弹类,70,好卡😀,附加伤害、体力,"6
70","7
80","8
90","9
100","10
110","11
120","13
130","16
150","20
170","28
190","35
220","43
250","50
290","60
330","70
370","80
410","100
460",null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,🍮🍮🍮,"⏳[冷却]10秒

📕[图鉴]收集10张卡片，冷却时间减少3秒

🤔️[附加伤害说明]
无论是先过火还是先反弹，总伤害皆为：
(子弹原攻击力+反弹附伤)×火盆倍率"
什锦布丁汪,card_data_index_6_1_3_2,"🟤不转：布丁汪
🟤能力：改变子弹方向，被布丁反弹的子弹可以增加少量攻击力

🟠一转：双拼布丁汪
🟠能力：耗能减少30

🟣二转：什锦布丁汪
🟣能力：增加的攻击力再提高50%",TRUE,FALSE,FALSE,反弹类,70,好卡😀,附加伤害、体力,"12
70","14
80","16
90","18
100","20
110","22
120","26
130","32
150","40
170","56
190","70
220","86
250","100
290","120
330","140
370","160
410","190
460",null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,🍮🍮🍮,"⏳[冷却]10秒

📕[图鉴]收集10张卡片，冷却时间减少3秒

🤔️[附加伤害说明]
无论是先过火还是先反弹，总伤害皆为：
(子弹原攻击力+反弹附伤)×火盆倍率"
凉粉牛,card_data_index_6_1_4_0,"🟤不转：凉粉牛
🟤能力：改变直线子弹的方向，反弹时附加攻击力

🟠一转：焦糖凉粉牛
🟠能力：反弹附加减速

🟣二转：山楂凉粉牛
🟣能力：反弹攻击翻倍",TRUE,FALSE,FALSE,反弹类,125,好卡😀,附加伤害、体力,"8
70","9
80","10
90","12
100","13
110","14
120","17
130","21
150","26
170","36
190","46
220","56
250","66
290","78
330","91
370","104
410","118
450",null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,⚔️️一转后为子弹附加减速效果，减速15秒,"⏳[冷却]10秒🤯

🤔️[附加伤害说明]
无论是先过火还是先反弹，总伤害皆为：
(子弹原攻击力+反弹附伤)×火盆倍率

💡[讲故事]旧名“冰粉牛”"
焦糖凉粉牛,card_data_index_6_1_4_1,"🟤不转：凉粉牛
🟤能力：改变直线子弹的方向，反弹时附加攻击力

🟠一转：焦糖凉粉牛
🟠能力：反弹附加减速

🟣二转：山楂凉粉牛
🟣能力：反弹攻击翻倍",TRUE,FALSE,FALSE,反弹类,125,好卡😀,附加伤害、体力,"8
70","9
80","10
90","12
100","13
110","14
120","17
130","21
150","26
170","36
190","46
220","56
250","66
290","78
330","91
370","104
410","118
450",null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,⚔️️一转后为子弹附加减速效果，减速15秒,"⏳[冷却]10秒🤯

🧊[减速]减速15秒🤯

🤔️[附加伤害说明]
无论是先过火还是先反弹，总伤害皆为：
(子弹原攻击力+反弹附伤)×火盆倍率

💡[讲故事]旧名“冰粉牛”"
山楂凉粉牛,card_data_index_6_1_4_2,"🟤不转：凉粉牛
🟤能力：改变直线子弹的方向，反弹时附加攻击力

🟠一转：焦糖凉粉牛
🟠能力：反弹附加减速

🟣二转：山楂凉粉牛
🟣能力：反弹攻击翻倍",TRUE,FALSE,FALSE,反弹类,125,好卡😀,附加伤害、体力,"16
70","18
80","20
90","24
100","26
110","28
120","34
130","42
150","52
170","72
190","92
220","112
250","132
290","156
330","182
370","208
410","236
450",null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,⚔️️一转后为子弹附加减速效果，减速15秒,"⏳[冷却]10秒🤯

🧊[减速]减速15秒🤯

🤔️[附加伤害说明]
无论是先过火还是先反弹，总伤害皆为：
(子弹原攻击力+反弹附伤)×火盆倍率

💡[讲故事]旧名“冰粉牛”"
忒提丝神使,card_data_index_6_1_5_0,"🟡合成材料：什锦布丁汪+节能反弹布丁

🟤不转：忒提丝神使
🟤能力：改变直线子弹方向，同时附加大量攻击力，几率附加毒伤

🟠三转：忒提丝圣神
🟠能力：100%附加毒buff

🟣四转：水神·忒提丝
🟣能力：反弹伤害再次提高",FALSE,FALSE,TRUE,反弹类,150,好卡😀,附加伤害,21,23,26,30,34,38,44,55,68,93,118,146,174,202,237,273,307,350,450,毒伤,100,120,140,160,180,200,220,250,300,"⚔️️体力：200
⚔️️毒伤概率：5%/100%/100%","🤔️[毒伤说明]
1.每15对老鼠造成“毒伤”数值伤害，持续3次后消失
2.可多次作用于同一只老鼠但效果不可叠加

🤔️[附加伤害说明]
无论是先过火还是先反弹，总伤害皆为：
(子弹原攻击力+反弹附伤)×火盆倍率"
忒提丝圣神,card_data_index_6_1_5_1,"🟡合成材料：什锦布丁汪+节能反弹布丁

🟤不转：忒提丝神使
🟤能力：改变直线子弹方向，同时附加大量攻击力，几率附加毒伤

🟠三转：忒提丝圣神
🟠能力：100%附加毒buff

🟣四转：水神·忒提丝
🟣能力：反弹伤害再次提高",FALSE,FALSE,TRUE,反弹类,150,好卡😀,附加伤害,21,23,26,30,34,38,44,55,68,93,118,146,174,202,237,273,307,350,450,毒伤,100,120,140,160,180,200,220,250,300,"⚔️️体力：200
⚔️️毒伤概率：5%/100%/100%","🤔️[毒伤说明]
1.每15对老鼠造成“毒伤”数值伤害，持续3次后消失
2.可多次作用于同一只老鼠但效果不可叠加

🤔️[附加伤害说明]
无论是先过火还是先反弹，总伤害皆为：
(子弹原攻击力+反弹附伤)×火盆倍率"
水神·忒提丝,card_data_index_6_1_5_2,"🟡合成材料：什锦布丁汪+节能反弹布丁

🟤不转：忒提丝神使
🟤能力：改变直线子弹方向，同时附加大量攻击力，几率附加毒伤

🟠三转：忒提丝圣神
🟠能力：100%附加毒buff

🟣四转：水神·忒提丝
🟣能力：反弹伤害再次提高",FALSE,FALSE,TRUE,反弹类,150,好卡😀,附加伤害,38,42,47,54,61,68,79,100,121,167,213,263,313,364,427,490,553,650,800,毒伤,100,120,140,160,180,200,220,250,300,"⚔️️体力：200
⚔️️毒伤概率：5%/100%/100%","🤔️[毒伤说明]
1.每15对老鼠造成“毒伤”数值伤害，持续3次后消失
2.可多次作用于同一只老鼠但效果不可叠加

🤔️[附加伤害说明]
无论是先过火还是先反弹，总伤害皆为：
(子弹原攻击力+反弹附伤)×火盆倍率"
木盘子,card_data_index_6_2_1_0,"🟤不转：木盘子
🟤能力：只能放在水上，可以用来承载其他防御卡

🟠一转：友情木盘子
🟠能力：不消耗能量

🟣二转：坚韧木盘子
🟣能力：被啃咬后立即产生1次爆炸",FALSE,FALSE,FALSE,承载类/水盘类,25,差卡😡,体力,50,60,70,80,90,100,110,130,150,170,200,230,260,290,320,350,380,null,null,冷却时间,7,6.5,6,5.5,5,4.5,4,3.5,3,⚔️二转后啃咬产生3×3十字爆炸,无
友情木盘子,card_data_index_6_2_1_1,"🟤不转：木盘子
🟤能力：只能放在水上，可以用来承载其他防御卡

🟠一转：友情木盘子
🟠能力：不消耗能量

🟣二转：坚韧木盘子
🟣能力：被啃咬后立即产生1次爆炸",FALSE,FALSE,FALSE,承载类/水盘类,0,好卡😀,体力,50,60,70,80,90,100,110,130,150,170,200,230,260,290,320,350,380,null,null,冷却时间,7,6.5,6,5.5,5,4.5,4,3.5,3,⚔️二转后啃咬产生3×3十字爆炸,无
坚韧木盘子,card_data_index_6_2_1_2,"🟤不转：木盘子
🟤能力：只能放在水上，可以用来承载其他防御卡

🟠一转：友情木盘子
🟠能力：不消耗能量

🟣二转：坚韧木盘子
🟣能力：被啃咬后立即产生1次爆炸",FALSE,FALSE,FALSE,承载类/水盘类,0,好卡😀,体力,50,60,70,80,90,100,110,130,150,170,200,230,260,290,320,350,380,null,null,冷却时间,7,6.5,6,5.5,5,4.5,4,3.5,3,⚔️二转后啃咬产生3×3十字爆炸,无
盘盘鸡,card_data_index_6_2_2_0,"🟤不转：盘盘鸡
🟤能力：只能放在水上，可以用来承载其他防御卡

🟠一转：王者盘盘鸡
🟠能力：不消耗能量

🟣二转：超神盘盘鸡
🟣能力：消失时，产生十字范围的爆炸",TRUE,FALSE,FALSE,承载类/水盘类,25,好卡😀,体力,50,60,70,80,90,100,110,130,150,170,200,230,260,290,320,350,380,null,null,冷却时间,7,6.5,6,5.5,5,4.5,4,3.5,3,⚔️️二转消失产生3×3灰烬爆炸,无
王者盘盘鸡,card_data_index_6_2_2_1,"🟤不转：盘盘鸡
🟤能力：只能放在水上，可以用来承载其他防御卡

🟠一转：王者盘盘鸡
🟠能力：不消耗能量

🟣二转：超神盘盘鸡
🟣能力：消失时，产生十字范围的爆炸",TRUE,FALSE,FALSE,承载类/水盘类,0,好卡😀,体力,50,60,70,80,90,100,110,130,150,170,200,230,260,290,320,350,380,null,null,冷却时间,7,6.5,6,5.5,5,4.5,4,3.5,3,⚔️️二转消失产生3×3灰烬爆炸,无
超神盘盘鸡,card_data_index_6_2_2_2,"🟤不转：盘盘鸡
🟤能力：只能放在水上，可以用来承载其他防御卡

🟠一转：王者盘盘鸡
🟠能力：不消耗能量

🟣二转：超神盘盘鸡
🟣能力：消失时，产生十字范围的爆炸",TRUE,FALSE,FALSE,承载类/水盘类,0,好卡😀,体力,50,60,70,80,90,100,110,130,150,170,200,230,260,290,320,350,380,null,null,冷却时间,7,6.5,6,5.5,5,4.5,4,3.5,3,⚔️️二转消失产生3×3灰烬爆炸,无
猫猫盘,card_data_index_6_2_3_0,"🟤不转：猫猫盘
🟤能力：放在水面上，用于承载其他卡片

🟠一转：光能猫猫盘
🟠能力：不再消耗能量

🟣二转：无敌猫猫盘
🟣能力：消失后产生3*3十字爆炸",FALSE,FALSE,FALSE,承载类/水盘类,25,中卡😭,体力,50,60,70,80,90,100,110,130,150,170,200,230,260,290,320,350,380,null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,⚔️️二转消失产生3×3灰烬爆炸,无
光能猫猫盘,card_data_index_6_2_3_1,"🟤不转：猫猫盘
🟤能力：放在水面上，用于承载其他卡片

🟠一转：光能猫猫盘
🟠能力：不再消耗能量

🟣二转：无敌猫猫盘
🟣能力：消失后产生3*3十字爆炸",FALSE,FALSE,FALSE,承载类/水盘类,0,中卡😭,体力,50,60,70,80,90,100,110,130,150,170,200,230,260,290,320,350,380,null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,⚔️️二转消失产生3×3灰烬爆炸,无
无敌猫猫盘,card_data_index_6_2_3_2,"🟤不转：猫猫盘
🟤能力：放在水面上，用于承载其他卡片

🟠一转：光能猫猫盘
🟠能力：不再消耗能量

🟣二转：无敌猫猫盘
🟣能力：消失后产生3*3十字爆炸",FALSE,FALSE,FALSE,承载类/水盘类,0,中卡😭,体力,50,60,70,80,90,100,110,130,150,170,200,230,260,290,320,350,380,null,null,该防御卡不支持技能,null,null,null,null,null,null,null,null,null,⚔️️二转消失产生3×3灰烬爆炸,无
魔法软糖,card_data_index_6_2_4_0,"🟤不转：魔法软糖
🟤能力：能够变形的软糖精灵，放在水面、岩浆上或者空中都可以承载卡片

🟠一转：魔法师软糖
🟠能力：水面消失产生3*3十字爆炸

🟣二转：魔导士软糖
🟣能力：不需要耗能",FALSE,FALSE,FALSE,承载类,25,差卡😡,"
⭐作为盘子的体力
⭐作为棉花的体力(单位：万)
⭐附加数据：在岩浆/海底、毒气中的承受时长(分钟)","50
0.36

6
0.6","60
0.38

6.333
0.633","70
0.4

6.667
0.667","80
0.42

7
0.7","90
0.45

7.5
0.75","100
0.48

8
0.8","110
0.51

8.5
0.85","130
0.57

9.5
0.95","150
0.63

10.5
1.05","170
0.69

11.5
1.15","210
0.77

12.8
1.28","250
0.85

14.2
1.42","290
0.93

15.5
1.55","330
1.01

16.8
1.68","370
1.09

18.2
1.82","410
1.17

19.5
1.95","450
1.25

20
2.08",null,null,冷却时间,7,6.5,6,5.5,5,4.5,4,3.5,3,⚔️️一转后消失产生3×3十字灰烬爆炸，且可铲触,"🤔️[附加说明]
1.岩浆&海水的伤害为每秒10点
2.毒气的伤害为每秒100点
3.作为棉花糖使用时，在场20分钟后自动销毁"
魔法师软糖,card_data_index_6_2_4_1,"🟤不转：魔法软糖
🟤能力：能够变形的软糖精灵，放在水面、岩浆上或者空中都可以承载卡片

🟠一转：魔法师软糖
🟠能力：水面消失产生3*3十字爆炸

🟣二转：魔导士软糖
🟣能力：不需要耗能",FALSE,FALSE,FALSE,承载类,25,差卡😡,"
⭐作为盘子的体力
⭐作为棉花的体力(单位：万)
⭐附加数据：在岩浆/海底、毒气中的承受时长(分钟)","50
0.36

6
0.6","60
0.38

6.333
0.633","70
0.4

6.667
0.667","80
0.42

7
0.7","90
0.45

7.5
0.75","100
0.48

8
0.8","110
0.51

8.5
0.85","130
0.57

9.5
0.95","150
0.63

10.5
1.05","170
0.69

11.5
1.15","210
0.77

12.8
1.28","250
0.85

14.2
1.42","290
0.93

15.5
1.55","330
1.01

16.8
1.68","370
1.09

18.2
1.82","410
1.17

19.5
1.95","450
1.25

20
2.08",null,null,冷却时间,7,6.5,6,5.5,5,4.5,4,3.5,3,⚔️️一转后消失产生3×3十字灰烬爆炸，且可铲触,"🤔️[附加说明]
1.岩浆&海水的伤害为每秒10点
2.毒气的伤害为每秒100点
3.作为棉花糖使用时，在场20分钟后自动销毁"
